id_candidato,anios_experiencia,nivel_educativo,skills_deseables_ratio,peso_certificaciones,decision_final
4544,17.7,terciario,0.69,4,1
2388,0.6,universitario,0.5,0,0
4698,1.3,universitario,0.94,21,1
1339,0.5,secundario,0.21,0,0
1004,1.6,secundario,0.04,0,0
3721,3.9,terciario,0.72,7,1
3332,6.3,terciario,0.58,5,1
2960,9.1,terciario,0.8,8,1
608,0.5,secundario,0.36,0,0
3322,7.6,terciario,0.6,9,1
284,1.8,terciario,0.1,1,0
1665,0.3,universitario,0.61,4,0
2805,6.4,universitario,0.69,15,1
422,0.0,secundario,0.2,3,0
3664,10.0,universitario,0.69,12,1
1639,0.6,universitario,0.56,2,0
1938,0.7,universitario,0.75,4,1
2481,0.5,universitario,0.63,1,0
2013,0.6,universitario,0.5,1,0
1941,0.8,universitario,0.63,0,0
2216,0.5,universitario,0.75,0,1
4538,12.1,universitario,0.86,8,1
1247,1.6,secundario,0.15,2,0
2587,0.7,universitario,0.64,0,0
145,1.1,terciario,0.1,0,0
2255,0.5,universitario,0.75,1,0
1627,0.4,universitario,0.45,3,0
4956,0.7,universitario,0.98,22,1
1479,1.1,secundario,0.21,0,0
1866,0.8,universitario,0.73,1,0
3113,9.3,terciario,0.53,9,1
514,1.4,secundario,0.2,0,0
4385,20.7,terciario,0.72,4,1
1508,1.5,secundario,0.28,2,0
1759,0.2,universitario,0.59,1,0
902,0.0,secundario,0.26,0,0
1389,0.6,secundario,0.23,2,0
2283,0.6,universitario,0.74,0,0
2689,6.0,terciario,0.69,9,1
2716,7.0,universitario,0.7,10,1
2419,0.4,universitario,0.64,1,0
357,0.0,secundario,0.2,0,0
4642,0.3,universitario,1.0,22,1
1830,0.5,universitario,0.65,2,0
1252,0.6,secundario,0.39,0,0
4245,14.2,terciario,0.8,5,1
748,0.7,secundario,0.16,1,0
3009,7.2,terciario,0.63,11,1
1803,0.7,universitario,0.58,2,0
1982,0.4,universitario,0.45,3,0
3869,17.6,universitario,0.78,7,1
1416,1.0,secundario,0.15,0,0
2370,0.4,universitario,0.48,2,0
2067,0.7,universitario,0.63,3,0
2566,0.5,universitario,0.71,1,0
3956,13.9,universitario,0.64,4,0
1451,0.8,secundario,0.25,2,0
3397,7.3,terciario,0.72,7,0
213,1.0,secundario,0.28,0,0
3234,4.3,terciario,0.68,15,0
364,1.4,secundario,0.13,1,0
1494,1.4,secundario,0.22,2,0
1979,0.5,universitario,0.62,2,0
1287,0.5,secundario,0.08,0,0
3172,4.4,terciario,0.56,6,1
157,0.0,terciario,0.21,0,0
1410,1.2,terciario,0.18,0,0
796,1.2,secundario,0.28,0,0
3053,8.4,universitario,0.64,15,0
1827,0.9,universitario,0.7,3,1
2192,0.3,universitario,0.54,0,0
3970,14.9,universitario,0.82,6,1
420,1.0,secundario,0.17,0,0
4421,16.4,terciario,0.82,7,1
783,1.5,secundario,0.31,0,0
3942,15.8,terciario,0.81,5,1
3314,4.4,terciario,0.58,10,0
2103,0.2,universitario,0.75,1,0
4883,1.1,universitario,0.96,23,1
4251,20.9,universitario,0.74,5,1
387,1.5,secundario,0.16,1,0
1989,0.6,universitario,0.47,0,0
2438,0.6,universitario,0.72,0,0
2621,10.0,terciario,0.83,9,1
2378,0.4,universitario,0.71,2,0
2228,0.1,universitario,0.39,0,0
3600,4.8,terciario,0.53,5,1
4312,17.2,terciario,0.73,5,1
2184,0.4,universitario,0.48,2,0
837,0.6,secundario,0.4,3,0
4902,0.8,universitario,0.94,22,1
437,0.3,secundario,0.23,0,0
2697,7.0,terciario,0.67,13,1
2872,8.1,terciario,0.68,15,0
3805,8.8,universitario,0.69,7,0
4505,15.8,terciario,0.71,4,1
1172,0.5,terciario,0.12,0,0
2391,1.0,universitario,0.59,0,0
1773,0.2,universitario,0.68,1,0
4184,19.5,terciario,0.86,10,1
4351,18.4,terciario,0.77,4,1
4214,15.3,universitario,0.76,2,1
4509,18.9,universitario,0.66,4,1
3467,9.0,terciario,0.58,12,0
1589,0.1,secundario,0.25,1,0
599,1.3,secundario,0.1,0,0
4483,18.5,terciario,1.0,2,1
3580,5.7,terciario,0.53,13,1
2682,3.8,terciario,0.68,8,0
3224,7.7,terciario,0.62,11,0
3022,8.4,universitario,0.68,9,0
4478,16.0,terciario,0.69,11,1
2745,7.2,terciario,0.75,8,1
4387,16.1,terciario,0.58,7,0
4141,23.4,terciario,0.8,1,1
2135,0.6,universitario,0.57,4,0
1123,0.7,secundario,0.14,2,0
2383,0.7,universitario,0.5,5,0
4987,0.5,universitario,0.93,20,1
4320,19.4,universitario,0.93,0,1
3164,5.4,terciario,0.62,11,0
4466,18.5,terciario,0.85,10,1
766,0.2,secundario,0.21,0,0
4033,14.9,terciario,0.67,1,1
2739,8.0,terciario,0.61,13,0
3277,7.5,terciario,0.68,11,1
4366,10.8,universitario,0.59,5,1
3222,5.1,universitario,0.73,12,1
1118,1.4,secundario,0.23,0,0
658,1.6,secundario,0.28,0,0
2500,0.5,universitario,0.59,3,0
1308,1.2,terciario,0.18,3,0
2106,0.3,universitario,0.66,3,0
2757,8.5,terciario,0.85,7,1
2236,0.2,universitario,0.68,1,0
1611,0.6,universitario,0.53,0,0
1837,0.4,universitario,0.67,4,0
346,0.0,secundario,0.11,0,0
1264,1.2,secundario,0.03,0,0
3463,4.5,universitario,0.8,9,0
367,0.7,secundario,0.2,1,0
2467,0.5,universitario,0.74,1,0
1215,1.3,secundario,0.31,0,0
164,0.7,terciario,0.13,0,0
2693,4.5,universitario,0.53,14,0
2889,8.2,terciario,0.6,5,1
2858,8.1,terciario,0.64,11,0
3112,4.9,universitario,0.77,5,0
3177,4.0,terciario,0.61,10,1
3099,4.9,terciario,0.52,5,1
2916,7.2,terciario,0.72,12,1
2360,0.4,universitario,0.61,4,0
5059,1.3,universitario,0.95,23,1
3305,5.1,terciario,0.65,10,1
1338,0.3,secundario,0.12,0,0
204,0.0,secundario,0.25,1,0
2744,6.5,terciario,0.74,6,0
373,1.2,secundario,0.06,0,0
609,0.0,terciario,0.35,0,0
2327,0.3,universitario,0.65,1,0
5034,0.9,universitario,0.96,21,1
2542,0.7,universitario,0.42,0,1
966,0.8,terciario,0.27,1,0
3427,10.0,terciario,0.69,9,0
1009,1.4,terciario,0.0,0,0
2215,0.4,universitario,0.68,0,0
3997,15.8,universitario,0.7,4,1
1728,0.6,universitario,0.61,0,0
2974,6.1,terciario,0.52,7,1
1623,0.6,universitario,0.56,3,0
936,0.9,secundario,0.07,1,0
459,0.2,terciario,0.09,1,0
239,0.8,secundario,0.37,0,0
400,0.2,secundario,0.3,0,0
1657,0.5,universitario,0.65,0,0
1104,0.5,secundario,0.21,0,0
483,0.3,secundario,0.0,1,0
1042,1.3,secundario,0.27,1,0
4547,16.0,universitario,0.78,6,1
4955,1.3,universitario,0.95,23,1
862,0.9,terciario,0.01,1,0
1806,0.8,universitario,0.62,4,0
1974,0.4,universitario,0.72,3,0
2651,6.4,terciario,0.57,9,0
2187,0.4,universitario,0.38,3,0
2298,0.7,universitario,0.59,0,0
999,0.0,secundario,0.28,0,0
4100,19.5,terciario,0.78,3,1
3716,9.4,terciario,0.43,12,0
1503,1.7,secundario,0.14,1,0
3974,13.3,terciario,0.83,3,1
3886,12.9,terciario,0.84,9,1
4487,15.8,terciario,0.86,2,1
3056,8.7,universitario,0.79,5,0
1613,0.7,universitario,0.61,2,0
1289,1.9,secundario,0.1,2,0
3090,6.4,terciario,0.79,17,1
2181,0.8,universitario,0.63,2,0
5084,1.6,universitario,1.0,24,1
3538,3.9,terciario,0.64,13,0
209,0.6,secundario,0.12,2,0
4799,0.9,universitario,0.92,25,1
2928,7.0,universitario,0.78,12,1
4848,0.5,universitario,0.99,22,1
159,0.7,secundario,0.39,0,0
177,0.4,terciario,0.3,2,0
897,0.0,secundario,0.24,2,0
469,2.0,secundario,0.22,1,0
5006,1.3,universitario,0.9,24,1
886,1.3,secundario,0.1,2,0
2189,0.8,universitario,0.6,2,0
2415,0.0,universitario,0.3,0,0
3485,9.6,terciario,0.57,14,0
3706,7.1,terciario,0.81,5,0
4212,15.8,terciario,0.86,8,1
2003,0.6,universitario,0.67,2,0
1804,0.4,universitario,0.68,5,0
222,0.9,secundario,0.13,2,0
1945,0.2,universitario,0.74,2,0
2470,0.6,universitario,0.52,4,0
3829,4.5,terciario,0.6,5,0
1011,0.8,secundario,0.29,0,0
225,1.0,terciario,0.07,2,0
2673,3.8,terciario,0.71,12,0
1687,0.6,universitario,0.59,0,0
1358,0.5,terciario,0.13,2,0
3542,4.8,terciario,0.57,5,1
3581,7.4,terciario,0.59,5,0
4209,19.7,terciario,0.76,3,1
1279,1.1,secundario,0.4,1,0
3564,8.9,terciario,0.57,14,0
3570,6.6,terciario,0.74,8,0
3568,5.1,terciario,0.6,11,0
2204,0.6,universitario,0.52,4,0
543,1.7,secundario,0.28,0,0
2328,0.8,universitario,0.54,3,0
4517,10.0,terciario,0.8,3,1
1026,0.4,secundario,0.27,2,0
4121,14.9,universitario,0.63,10,1
2246,0.5,universitario,0.6,0,0
4871,1.8,universitario,0.91,21,1
1512,0.4,terciario,0.24,3,0
3567,4.8,terciario,0.77,17,0
2173,0.6,universitario,0.75,4,0
1610,0.5,universitario,0.64,0,0
1328,0.8,secundario,0.28,0,0
4173,19.3,universitario,0.78,10,1
2686,6.3,universitario,0.58,6,0
4551,18.8,terciario,0.8,4,1
3052,10.0,terciario,0.77,9,0
3986,18.9,universitario,0.73,1,1
425,1.0,secundario,0.26,0,0
4078,12.0,terciario,0.74,6,1
3677,7.1,terciario,0.47,5,0
2312,0.4,universitario,0.74,0,0
3399,9.2,terciario,0.7,5,1
3136,5.3,terciario,0.56,13,1
1599,0.0,secundario,0.21,1,0
1603,0.5,universitario,0.68,3,0
1107,0.9,secundario,0.26,0,0
4280,12.3,terciario,0.82,6,1
3114,6.3,terciario,0.65,8,1
3617,5.2,universitario,0.52,10,0
1568,1.2,terciario,0.06,0,0
1326,0.4,secundario,0.16,2,0
3268,10.0,universitario,0.6,7,0
2368,0.5,universitario,0.62,0,0
3909,14.6,terciario,0.7,4,1
1317,0.0,secundario,0.24,1,0
4077,25.3,terciario,0.87,0,1
4685,0.7,universitario,0.91,23,1
521,1.5,secundario,0.16,0,0
3523,6.9,terciario,0.84,11,0
107,1.2,secundario,0.13,1,0
1033,0.5,secundario,0.27,0,0
1792,0.4,universitario,0.52,0,0
540,1.0,terciario,0.23,1,0
1414,0.4,secundario,0.14,1,0
779,0.0,secundario,0.23,2,0
2044,0.6,universitario,0.48,2,0
4711,0.3,universitario,0.97,22,1
3404,3.0,universitario,0.58,12,0
2369,0.6,universitario,0.69,0,0
4734,0.5,universitario,0.97,24,1
4181,22.8,universitario,0.78,3,1
2619,5.4,universitario,0.53,11,0
2540,0.5,universitario,0.65,0,0
4138,26.8,universitario,0.69,10,1
1994,0.4,universitario,0.49,3,0
4345,15.1,universitario,0.86,7,1
4930,0.8,universitario,0.95,23,1
2741,6.3,terciario,0.73,5,1
295,1.7,secundario,0.22,0,0
1575,0.7,secundario,0.23,1,0
4717,1.4,universitario,0.94,22,1
1312,0.9,terciario,0.19,1,0
2539,0.2,universitario,0.67,2,0
1758,0.3,universitario,0.58,5,0
2801,3.8,terciario,0.75,8,0
3183,5.3,terciario,0.67,6,1
2806,6.0,universitario,0.65,5,1
4327,13.8,terciario,0.65,12,1
2943,10.0,terciario,0.62,11,1
2403,0.6,universitario,0.75,2,0
1231,0.2,secundario,0.29,2,0
1562,1.9,secundario,0.3,0,0
377,1.0,secundario,0.38,1,0
2323,0.7,universitario,0.49,0,0
2432,0.3,universitario,0.63,0,0
4423,20.7,terciario,0.72,4,1
1403,0.6,secundario,0.3,0,0
2618,3.3,terciario,0.6,17,0
323,0.7,secundario,0.16,0,0
2137,0.6,universitario,0.75,0,0
2025,0.4,universitario,0.43,1,0
674,0.0,secundario,0.2,0,0
1337,0.2,secundario,0.14,0,0
3645,3.6,terciario,0.65,6,1
2234,0.8,universitario,0.6,2,0
1435,1.2,secundario,0.04,1,0
2558,0.4,universitario,0.73,2,0
519,1.3,terciario,0.07,0,0
5015,1.9,universitario,0.99,20,1
1205,0.3,terciario,0.21,1,0
358,0.5,terciario,0.28,1,0
396,0.9,secundario,0.0,1,0
2462,0.7,universitario,0.61,1,0
487,1.4,secundario,0.24,1,0
3409,7.2,terciario,0.63,7,0
4114,26.6,terciario,0.82,0,1
2332,0.3,universitario,0.67,5,0
2655,5.8,universitario,0.71,5,1
4436,18.1,terciario,0.73,6,1
3616,6.4,terciario,0.6,5,1
1940,0.5,universitario,0.62,0,0
4485,19.7,terciario,0.91,8,1
1664,0.6,universitario,0.52,3,0
2116,0.5,universitario,0.63,1,0
1501,1.3,secundario,0.2,1,0
813,0.0,secundario,0.23,3,0
2521,0.6,universitario,0.62,0,0
2720,8.3,universitario,0.4,12,0
310,0.7,secundario,0.3,0,0
5045,0.9,universitario,0.92,23,1
1390,1.4,secundario,0.18,2,0
550,1.6,secundario,0.16,0,0
4192,10.0,terciario,0.77,1,1
2670,3.0,terciario,0.53,15,1
1921,0.2,universitario,0.75,0,0
1059,0.3,secundario,0.13,0,0
1894,0.2,universitario,0.49,4,0
4887,0.4,universitario,0.9,22,1
755,0.1,secundario,0.14,1,0
2508,0.6,universitario,0.6,2,0
3953,11.7,universitario,0.76,5,0
2096,0.8,universitario,0.64,0,0
1861,0.3,universitario,0.64,2,0
2455,0.2,universitario,0.7,0,0
2842,7.3,terciario,0.56,5,1
2718,6.1,terciario,0.59,18,1
512,0.8,terciario,0.1,1,0
1875,0.8,universitario,0.66,0,0
4079,20.3,terciario,0.82,5,1
2287,0.4,universitario,0.57,1,0
2480,0.5,universitario,0.71,1,0
4064,13.8,universitario,0.76,0,1
4412,20.2,universitario,0.79,6,1
4875,0.7,universitario,0.94,23,1
3803,7.2,terciario,0.66,11,0
4073,18.7,terciario,0.88,3,1
4866,0.9,universitario,0.92,22,1
3659,8.3,terciario,0.76,5,0
4211,16.7,universitario,0.72,5,1
3598,10.0,universitario,0.67,14,0
3866,16.8,terciario,0.81,5,1
531,0.8,secundario,0.13,0,0
4585,14.7,terciario,0.76,6,1
2422,0.5,universitario,0.58,4,0
1467,0.8,secundario,0.29,0,0
2093,0.7,universitario,0.49,0,0
2952,9.3,terciario,0.78,5,0
1277,0.7,secundario,0.38,1,0
3629,6.7,terciario,0.64,11,1
1577,0.9,terciario,0.18,2,0
3841,8.4,terciario,0.55,8,0
2146,0.6,universitario,0.54,1,0
203,0.9,secundario,0.06,1,0
4432,18.6,terciario,0.79,2,1
3093,3.5,terciario,0.67,5,1
1364,1.0,secundario,0.09,0,0
2982,7.0,universitario,0.6,11,0
3239,4.3,terciario,0.68,7,1
3723,5.3,terciario,0.55,11,1
3304,7.4,terciario,0.8,9,0
4379,20.6,terciario,0.88,9,1
3400,3.2,terciario,0.63,5,0
5094,0.8,universitario,0.94,23,1
3734,4.4,terciario,0.78,7,1
1744,0.6,universitario,0.65,1,0
4606,0.8,universitario,0.93,23,1
101,1.0,secundario,0.4,1,0
1681,0.9,universitario,0.61,1,0
4523,22.5,universitario,0.77,7,1
4217,14.0,terciario,0.55,2,0
1457,0.6,terciario,0.31,1,0
4302,18.0,terciario,0.52,5,1
4675,0.0,universitario,0.91,23,1
3834,5.9,universitario,0.65,10,1
2126,0.2,universitario,0.75,2,0
2319,0.4,universitario,0.65,3,0
497,0.6,secundario,0.0,1,0
5042,1.0,universitario,0.97,23,1
1165,1.7,secundario,0.11,0,0
3181,7.0,terciario,0.59,5,1
2254,0.7,universitario,0.68,1,0
919,0.1,secundario,0.35,1,0
1913,0.6,universitario,0.54,2,0
2653,4.4,terciario,0.71,11,1
1653,0.4,universitario,0.47,3,0
4148,15.6,terciario,0.8,0,1
917,1.9,secundario,0.07,0,0
1673,0.5,universitario,0.63,0,0
4653,0.5,universitario,0.96,24,1
1901,0.4,universitario,0.72,3,1
4388,19.7,terciario,0.71,0,1
482,0.5,secundario,0.2,2,0
2975,9.5,terciario,0.67,10,1
4448,17.2,terciario,0.85,9,1
4727,0.9,universitario,0.9,21,1
3604,5.4,universitario,0.63,11,0
2412,0.6,universitario,0.49,0,0
1881,0.7,universitario,0.57,3,0
2827,3.4,universitario,0.8,5,0
2538,0.7,universitario,0.58,3,0
2434,0.2,universitario,0.6,2,0
965,0.8,secundario,0.29,1,0
3739,7.4,terciario,0.6,7,0
3265,3.1,universitario,0.55,12,0
655,0.2,secundario,0.16,0,0
1260,2.1,secundario,0.17,1,0
1314,0.3,secundario,0.29,2,0
3861,19.9,universitario,0.85,1,1
4314,25.6,universitario,0.45,6,0
149,0.3,terciario,0.31,0,0
2468,0.8,universitario,0.63,2,0
801,0.0,secundario,0.3,0,0
753,0.6,terciario,0.09,0,0
4034,15.5,terciario,0.63,2,1
4510,19.5,terciario,0.75,0,0
3412,3.0,terciario,0.58,7,0
849,0.0,secundario,0.24,0,0
1556,0.4,secundario,0.07,1,0
4296,16.0,terciario,0.67,7,1
2490,0.5,universitario,0.68,5,0
3595,5.2,terciario,0.6,12,0
967,0.3,secundario,0.35,0,0
853,0.2,terciario,0.13,1,0
1745,0.3,universitario,0.63,4,0
193,0.7,secundario,0.04,0,0
4925,1.0,universitario,0.97,24,1
3202,6.9,universitario,0.44,13,1
2533,0.3,universitario,0.65,4,0
2730,3.0,terciario,0.55,11,0
1591,0.1,secundario,0.34,2,0
2996,7.4,terciario,0.43,9,1
2278,0.5,universitario,0.58,0,0
830,0.8,secundario,0.16,2,0
4860,1.0,universitario,0.98,24,1
2572,0.9,universitario,0.53,0,1
2343,0.2,universitario,0.47,1,0
2037,0.4,universitario,0.55,3,0
1846,0.2,universitario,0.72,1,0
4847,0.5,universitario,0.91,23,1
4474,17.4,universitario,0.78,5,1
3592,10.0,terciario,0.72,13,0
1211,0.9,secundario,0.17,0,0
3438,9.4,terciario,0.67,9,0
4133,15.7,universitario,0.7,11,1
4572,15.6,terciario,0.72,4,1
4258,11.4,terciario,0.83,6,0
447,0.4,secundario,0.17,1,0
1286,0.5,secundario,0.23,0,0
4107,10.0,terciario,0.71,11,1
1616,0.3,universitario,0.75,1,0
4770,1.1,universitario,0.96,23,1
679,0.6,secundario,0.28,2,0
2065,0.6,universitario,0.64,2,0
176,0.7,secundario,0.09,1,0
1530,0.9,secundario,0.19,1,0
3813,7.2,terciario,0.71,12,1
4531,16.7,universitario,0.58,7,0
2852,8.8,terciario,0.58,7,1
5053,0.8,universitario,0.95,22,1
1947,0.5,universitario,0.6,2,0
232,1.0,terciario,0.07,0,0
279,0.7,secundario,0.18,0,0
3000,3.0,terciario,0.84,5,0
4567,18.3,terciario,0.84,6,1
4295,15.2,terciario,0.74,9,1
2623,5.0,universitario,0.44,7,0
1943,0.5,universitario,0.53,2,0
2199,0.5,universitario,0.64,2,0
4050,21.3,terciario,0.74,6,1
2474,0.2,universitario,0.56,0,0
705,1.2,secundario,0.26,1,0
2728,5.9,terciario,0.78,7,1
126,0.5,secundario,0.29,0,0
759,0.5,secundario,0.15,1,0
5078,0.8,universitario,0.9,24,1
3418,3.1,terciario,0.75,9,0
3969,24.8,terciario,0.81,6,1
274,1.2,secundario,0.03,1,0
1712,0.3,universitario,0.72,0,1
538,1.5,secundario,0.22,0,0
432,0.9,terciario,0.15,0,0
3201,6.8,terciario,0.65,10,1
1555,0.8,secundario,0.27,0,0
443,1.8,secundario,0.31,0,0
3310,4.1,universitario,0.75,13,1
4677,0.7,universitario,0.96,23,1
1189,0.2,secundario,0.12,0,0
580,0.9,secundario,0.11,2,0
828,1.1,secundario,0.08,1,0
3884,19.0,terciario,0.68,13,1
1077,1.0,secundario,0.3,0,0
3885,18.6,terciario,0.77,0,1
3078,7.4,terciario,0.76,8,1
2029,0.2,universitario,0.69,2,0
1569,0.6,secundario,0.17,2,0
1325,0.5,secundario,0.19,0,0
2957,5.7,terciario,0.6,11,1
2053,0.8,universitario,0.56,2,0
4931,0.7,universitario,0.9,21,1
4601,0.8,universitario,0.95,21,0
1993,0.6,universitario,0.41,0,0
1400,0.5,terciario,0.22,1,0
3091,3.6,terciario,0.74,8,1
4700,1.0,universitario,0.93,23,1
761,0.5,secundario,0.18,1,0
4678,1.0,universitario,0.99,22,1
4174,17.6,universitario,0.61,3,1
2885,4.1,universitario,0.72,10,0
5038,0.1,universitario,0.9,22,1
3928,10.0,universitario,0.9,0,1
2815,8.8,terciario,0.65,6,0
4758,0.6,universitario,1.0,20,0
368,1.2,secundario,0.1,2,0
4543,16.7,terciario,0.7,5,1
5060,1.3,universitario,0.9,21,1
3473,7.7,terciario,0.84,7,0
3696,3.0,universitario,0.63,14,1
4417,16.2,universitario,0.71,7,1
3823,5.0,terciario,0.58,11,1
3507,4.7,universitario,0.53,12,0
1379,1.5,secundario,0.15,0,0
4741,1.8,universitario,1.0,22,1
4018,13.3,terciario,0.84,10,1
2779,5.6,terciario,0.59,5,0
1722,0.2,universitario,0.57,0,0
4204,10.0,universitario,0.82,3,1
2958,7.9,terciario,0.59,18,0
1997,0.4,universitario,0.38,4,0
4025,18.8,terciario,0.81,8,1
3115,6.1,universitario,0.68,7,1
4539,18.2,terciario,0.61,4,1
168,1.0,secundario,0.31,0,0
2143,0.3,universitario,0.53,0,0
2681,6.0,universitario,0.64,16,0
3883,10.0,universitario,0.87,0,1
3891,16.4,terciario,0.79,4,1
921,0.6,terciario,0.11,0,0
1327,0.7,secundario,0.04,0,0
3092,7.5,universitario,0.54,6,0
3233,5.6,terciario,0.68,7,0
2844,4.7,terciario,0.72,13,0
4558,29.3,terciario,0.62,10,1
4370,14.3,terciario,0.72,3,1
3450,7.1,terciario,0.63,11,1
1244,1.2,terciario,0.05,0,0
498,0.4,secundario,0.17,2,0
3007,4.8,universitario,0.59,6,0
4402,14.5,terciario,0.7,12,1
2860,5.0,terciario,0.66,9,0
1499,0.3,secundario,0.19,0,0
1760,0.6,universitario,0.69,1,0
1080,0.9,secundario,0.17,1,0
1399,0.2,secundario,0.25,1,0
3656,3.8,universitario,0.58,7,0
183,0.0,terciario,0.08,1,0
4608,1.1,universitario,0.99,20,1
2559,0.5,universitario,0.65,0,0
3840,3.0,terciario,0.69,15,0
3882,16.2,universitario,0.83,0,1
2389,0.8,universitario,0.64,3,0
524,0.8,terciario,0.05,0,0
4440,16.8,terciario,0.79,2,1
2005,0.9,universitario,0.63,4,0
4639,0.5,universitario,0.9,23,1
3453,7.7,universitario,0.68,17,1
3203,4.0,terciario,0.55,15,0
1666,0.7,universitario,0.66,4,0
3456,7.9,universitario,0.81,15,0
940,0.0,secundario,0.16,1,0
601,0.9,secundario,0.06,1,0
242,1.2,terciario,0.11,0,0
1478,0.9,secundario,0.2,0,0
3798,9.0,universitario,0.59,5,0
2245,0.9,universitario,0.65,2,0
1239,0.1,secundario,0.17,0,0
3028,7.3,universitario,0.68,8,0
1888,0.4,universitario,0.53,1,0
3585,5.3,universitario,0.65,10,0
651,1.0,secundario,0.36,1,0
5007,1.1,universitario,0.93,22,1
2120,0.5,universitario,0.63,3,0
1049,0.7,terciario,0.39,2,0
2701,3.6,terciario,0.57,16,0
633,1.4,terciario,0.02,1,0
1930,0.9,universitario,0.53,5,0
3018,3.0,universitario,0.61,7,0
4519,14.0,universitario,0.72,6,1
3972,18.2,universitario,0.77,0,1
1703,0.4,universitario,0.75,3,0
740,0.4,secundario,0.1,0,0
4933,0.5,universitario,0.95,20,1
1068,1.3,secundario,0.14,2,0
4338,25.5,terciario,0.8,5,1
2798,5.1,terciario,0.67,8,0
1784,0.7,universitario,0.63,0,0
4571,14.8,universitario,0.59,2,1
2443,0.7,universitario,0.72,4,0
256,0.6,secundario,0.16,1,0
2588,0.6,universitario,0.71,3,0
4742,1.2,universitario,0.98,21,1
1190,0.0,secundario,0.2,1,0
2756,3.0,terciario,0.71,11,1
4341,15.3,universitario,0.96,1,1
389,0.7,secundario,0.18,0,0
1031,1.3,secundario,0.18,0,0
2636,3.8,terciario,0.65,9,1
4129,17.3,terciario,0.76,8,1
3472,4.7,terciario,0.64,5,1
4722,1.2,universitario,0.97,21,1
3392,3.7,universitario,0.55,5,0
1043,1.1,secundario,0.35,2,0
3960,17.3,universitario,0.67,4,1
4763,1.3,universitario,0.9,22,1
1799,0.3,universitario,0.62,1,0
4809,0.9,universitario,0.98,25,1
3301,3.0,terciario,0.69,5,1
4702,0.3,universitario,0.98,24,1
4709,1.7,universitario,1.0,25,0
1086,0.7,secundario,0.29,0,0
3419,6.1,terciario,0.68,9,1
2968,5.5,universitario,0.67,5,0
4157,19.7,universitario,0.66,0,1
4878,0.6,universitario,0.95,23,1
1082,0.6,terciario,0.27,0,0
2593,0.8,universitario,0.65,2,0
3893,19.3,terciario,0.98,4,1
3649,10.0,universitario,0.6,6,0
3043,6.5,universitario,0.54,10,0
3628,7.7,universitario,0.62,12,0
3946,10.0,universitario,0.53,3,1
1558,0.7,terciario,0.06,0,0
1496,0.9,secundario,0.29,0,0
365,1.4,terciario,0.25,1,0
4196,22.7,terciario,0.91,7,1
1030,0.4,secundario,0.18,2,0
4972,1.2,universitario,0.94,22,1
2793,8.3,universitario,0.85,5,1
347,0.0,secundario,0.32,1,0
3690,6.1,universitario,0.62,13,1
1859,0.5,universitario,0.75,5,0
4966,1.1,universitario,0.9,22,1
2911,6.6,universitario,0.53,10,1
1024,1.2,secundario,0.19,0,0
2981,3.7,universitario,0.71,11,1
369,0.8,secundario,0.0,0,0
770,1.0,secundario,0.1,0,0
4576,19.9,terciario,0.68,10,1
2011,0.3,universitario,0.6,2,0
3086,8.1,universitario,0.7,7,0
1253,2.0,secundario,0.23,2,0
4918,1.3,universitario,0.99,23,1
3556,4.6,universitario,0.79,9,1
4342,19.3,universitario,0.63,0,1
4650,0.5,universitario,0.98,22,1
2273,0.7,universitario,0.69,4,0
4616,1.3,universitario,0.93,22,1
2016,1.0,universitario,0.59,0,0
713,1.0,secundario,0.22,0,0
2507,0.4,universitario,0.59,3,0
4306,20.6,terciario,0.77,6,1
1999,0.5,universitario,0.58,1,0
1750,0.7,universitario,0.45,3,1
2708,4.2,universitario,0.56,18,0
359,0.8,secundario,0.03,0,0
948,0.7,secundario,0.21,0,0
4352,20.4,universitario,0.62,6,1
1334,1.0,secundario,0.32,1,0
1228,0.7,secundario,0.26,0,0
2068,0.5,universitario,0.65,2,0
659,0.1,secundario,0.19,0,0
4006,18.7,terciario,0.88,0,1
585,0.8,secundario,0.06,0,0
1421,0.8,secundario,0.17,0,0
3505,10.0,terciario,0.4,7,1
108,1.0,secundario,0.35,3,0
3380,3.7,terciario,0.8,12,0
3290,4.4,terciario,0.43,15,0
1551,0.0,terciario,0.29,0,0
4081,13.2,terciario,0.84,6,1
1915,0.5,universitario,0.6,1,0
874,0.4,secundario,0.04,0,0
1112,0.8,secundario,0.31,0,0
2919,4.4,terciario,0.68,7,1
3376,6.1,terciario,0.48,5,1
2092,0.4,universitario,0.5,1,0
1378,1.2,secundario,0.15,0,0
1884,0.5,universitario,0.73,1,0
3206,4.1,universitario,0.65,11,1
547,1.3,secundario,0.2,1,0
981,0.4,secundario,0.04,1,0
4560,13.9,terciario,0.78,2,1
882,0.7,secundario,0.07,0,0
1850,0.5,universitario,0.5,0,0
3489,5.5,terciario,0.72,18,1
4982,1.3,universitario,0.98,24,1
984,1.4,terciario,0.0,3,0
3045,3.0,terciario,0.64,7,0
1192,1.2,secundario,0.03,2,0
4884,1.0,universitario,0.9,24,1
632,0.4,secundario,0.21,2,0
4123,11.8,universitario,0.65,9,0
4522,19.4,universitario,0.74,0,1
4199,14.7,terciario,0.74,3,1
1828,0.3,universitario,0.45,2,0
711,0.1,terciario,0.31,0,0
671,1.3,secundario,0.09,1,0
