satisfaccion_laboral,ultima_evaluacion_desempeño,average_montly_hours,time_spend_company,fue_promocionado,Department,ultima_evaluacion_superior,salida,edad,estado_civil,ausencias_90d,tardanzas_90d,salidas_tempranas_90d,horas_extras_90d
0.5,0.63,160,2,0,sales,0.7317623859,0,28,1,1,2,1,1
0.52,0.88,261,4,0,sales,0.739598338,0,51,2,1,1,0,4
0.13,0.52,188,3,0,sales,0.6520539504,0,50,1,2,3,1,6
0.18,0.73,219,5,0,sales,0.8476223053,0,29,2,1,3,1,4
0.86,0.64,263,3,0,sales,0.6506565748,0,31,2,1,3,1,3
0.86,0.59,165,3,0,sales,0.6030786725,0,54,0,3,3,1,4
0.16,0.76,218,6,0,sales,0.8061333769,0,41,0,2,2,1,6
0.43,0.46,239,3,0,sales,0.4261150036,0,50,0,1,3,0,1
0.79,0.63,212,2,0,sales,0.674166685,0,50,1,1,2,0,2
0.51,0.67,133,3,0,sales,0.5334305166,0,42,0,0,2,2,2
0.83,0.55,250,3,0,sales,0.4162142882,0,22,2,0,2,1,1
0.61,0.45,114,3,0,sales,0.4371691259,0,55,1,2,2,0,6
0.65,0.57,168,2,0,sales,0.5848866903,0,53,2,1,2,2,1
0.95,0.83,252,2,0,sales,0.9463452921,0,35,0,0,3,0,2
0.63,0.64,189,4,0,sales,0.5213981902,0,58,0,1,2,1,2
0.72,0.6,265,2,0,sales,0.6967943782,0,56,1,0,2,0,5
0.8,0.57,176,3,0,sales,0.4830142012,0,45,1,2,0,1,5
0.7,0.57,150,4,0,sales,0.5382250946,0,22,2,1,2,0,3
0.45,0.79,97,6,0,accounting,0.7349807304,0,27,1,3,2,0,6
0.64,0.85,265,2,0,accounting,0.8200465819,0,25,0,2,2,1,2
0.94,0.48,260,4,0,accounting,0.3751486494,0,59,0,1,2,1,4
0.57,0.76,164,2,0,hr,0.7610710223,0,22,1,1,3,2,2
0.35,0.56,142,2,0,hr,0.6504927769,0,52,0,0,2,2,1
0.75,0.81,247,4,0,hr,0.7924602031,0,57,1,2,0,1,8
0.7,0.92,182,3,0,hr,0.9171840728,0,30,1,3,1,1,6
0.7,0.47,238,3,0,technical,0.5746302756,0,44,1,0,6,0,5
0.61,0.62,191,3,0,technical,0.6818174344,0,52,0,3,1,0,5
0.78,0.87,178,3,0,technical,0.8671363226,0,50,2,1,1,0,4
0.97,0.77,208,2,0,technical,0.6973086945,0,42,1,3,2,2,4
0.51,0.76,256,2,0,technical,0.8754780241,0,24,1,2,2,1,3
0.56,0.71,243,3,0,technical,0.7331061205,0,47,1,1,1,2,2
0.87,0.55,233,3,0,technical,0.466344283,0,27,1,0,1,2,1
0.64,0.78,200,3,0,technical,0.7107359258,0,41,1,1,2,1,4
0.6,0.85,226,2,0,technical,0.9409399267,0,34,2,2,2,1,2
0.9,0.76,150,2,0,technical,0.6232436686,0,44,2,4,4,1,2
0.54,0.62,141,2,0,technical,0.7676276561,0,36,1,1,3,2,1
0.23,0.8,139,3,0,support,0.6891055039,0,52,0,3,4,2,6
0.8,0.81,199,4,0,support,0.8988205576,0,25,0,2,3,1,2
0.23,0.78,154,6,0,support,0.748432595,0,32,2,1,3,2,5
0.81,0.51,247,2,0,support,0.507664855,0,23,1,2,2,1,2
0.35,0.6,239,5,0,support,0.7141951732,0,37,2,0,2,2,3
0.67,0.8,137,2,0,support,0.7738733569,0,52,2,1,3,1,5
0.46,0.6,119,5,0,support,0.6112481261,0,60,2,3,1,3,2
0.84,0.98,134,5,0,support,0.8447898987,0,25,0,0,1,2,6
0.92,0.79,243,4,0,support,0.6407042422,0,49,1,1,1,1,3
0.75,0.93,210,3,0,support,0.8534399619,0,37,0,0,1,1,4
0.7,0.57,265,2,0,support,0.6241749279,0,60,1,2,3,2,3
0.7,0.75,204,3,0,technical,0.636379468,0,46,1,1,0,1,2
0.9,0.81,273,5,0,technical,0.6941285876,0,34,1,4,0,0,3
0.8,1,177,2,0,technical,0.9732881824,0,26,1,0,2,2,5
0.5,0.65,285,6,0,management,0.6943511116,0,51,1,1,1,2,2
0.84,0.72,222,2,0,IT,0.7836215977,0,22,1,1,3,0,4
0.48,0.94,185,2,0,IT,0.8435352022,0,26,1,2,0,0,8
0.98,0.87,151,6,0,IT,0.7438764442,0,35,1,1,3,0,0
0.64,0.96,109,4,0,IT,1,0,32,1,2,3,2,4
0.58,0.53,192,4,0,IT,0.4581999148,0,55,2,0,3,0,2
0.66,0.89,139,3,0,product_mng,0.9960039493,0,50,0,2,0,1,1
0.76,0.98,191,2,0,product_mng,1,0,39,0,2,4,2,3
0.32,0.42,114,3,0,product_mng,0.5017567775,0,36,1,0,0,2,3
0.49,0.87,212,2,0,product_mng,0.770650082,0,46,2,2,2,2,2
0.81,0.51,162,2,0,IT,0.6065404378,0,51,2,3,0,2,2
0.42,0.48,191,5,0,RandD,0.5607751678,0,23,1,3,5,3,2
0.17,0.85,234,3,0,RandD,0.879016897,0,48,1,0,1,0,2
0.49,0.59,265,3,0,RandD,0.5411606106,0,36,0,2,3,2,1
0.34,0.69,283,2,0,RandD,0.6187525813,0,53,0,1,0,1,3
0.86,0.81,232,4,0,RandD,0.6965667636,0,41,1,0,0,0,2
0.51,0.71,208,3,0,marketing,0.7129271201,0,35,2,2,10,1,5
0.49,0.99,258,3,0,sales,1,0,48,1,2,3,1,4
0.49,0.63,175,2,0,accounting,0.5878016972,0,24,0,1,2,0,5
0.51,0.59,238,3,0,support,0.5826077203,0,24,1,1,3,4,3
0.64,0.52,166,3,0,technical,0.4790543372,0,34,1,1,0,1,5
0.62,0.85,225,2,0,management,0.8923018172,0,46,1,0,2,3,6
0.81,0.52,221,6,0,marketing,0.6403777623,0,39,1,2,4,0,3
0.95,0.57,263,3,0,marketing,0.4691760786,0,22,2,3,2,1,3
0.88,0.66,218,4,0,marketing,0.624422643,0,60,0,1,2,0,3
0.87,0.68,236,4,0,sales,0.5722605812,0,26,2,0,1,2,4
0.73,0.68,133,2,0,sales,0.7174831311,0,23,2,0,4,0,1
0.98,0.73,237,3,0,sales,0.7986611528,0,51,1,0,3,1,3
0.77,0.48,204,6,0,sales,0.6095738198,0,38,1,0,2,4,2
0.76,0.99,166,3,0,sales,0.9236615779,0,50,2,0,0,1,3
0.21,0.93,189,2,0,sales,1,0,25,0,0,1,6,6
0.72,0.63,251,3,0,sales,0.4989788015,0,30,0,1,0,2,5
0.41,0.56,121,2,0,sales,0.590904159,0,42,1,5,3,0,1
0.9,0.56,149,2,0,sales,0.4271398158,0,33,2,0,2,1,3
0.96,0.9,198,2,0,sales,1,0,33,0,2,1,4,1
0.61,0.48,163,3,0,sales,0.4889427171,0,25,2,4,3,0,2
0.6,0.8,222,2,0,sales,0.8508045052,0,49,2,4,1,2,4
0.5,0.76,107,4,0,sales,0.8594721778,0,30,0,2,4,0,1
0.79,0.61,162,2,0,sales,0.5050931867,0,53,0,1,2,1,2
0.32,0.69,192,3,0,sales,0.5515774686,0,34,1,0,3,0,5
0.85,0.59,236,3,0,sales,0.7036643438,0,55,1,1,3,2,2
0.9,0.62,225,2,0,sales,0.5644799682,0,40,0,3,3,0,0
0.74,0.54,167,2,0,sales,0.4286936724,0,35,1,0,3,0,2
0.21,0.76,219,4,0,sales,0.7505383711,0,26,2,1,1,1,11
0.91,0.61,255,3,0,accounting,0.6394918227,0,48,0,0,2,3,1
0.9,0.66,137,2,0,accounting,0.519291181,0,49,2,0,3,2,2
0.74,0.99,193,3,0,accounting,0.9224686975,0,47,1,4,0,1,4
0.76,0.75,239,2,0,hr,0.6098399623,0,31,2,2,1,3,3
0.45,0.61,179,5,0,hr,0.5861006168,0,45,0,2,0,0,4
0.73,0.63,205,2,0,hr,0.7485300087,0,38,2,1,0,0,4
0.6,0.73,140,5,0,hr,0.8747957234,0,37,1,0,3,1,2
0.8,0.77,256,2,0,technical,0.8111142661,0,38,0,2,3,1,2
0.53,0.7,243,3,0,technical,0.5984913081,0,22,0,4,1,1,3
0.97,0.63,163,3,0,technical,0.751754817,0,42,1,3,3,1,5
0.64,0.99,167,2,0,technical,0.994874347,0,43,1,2,4,3,3
0.92,0.59,190,5,0,technical,0.4861247936,0,26,2,2,3,1,0
0.6,0.57,145,3,0,technical,0.6965180008,0,57,1,2,3,1,1
1,0.6,265,4,0,technical,0.6772407152,0,42,1,2,1,1,4
0.69,0.63,272,2,0,technical,0.6995115818,0,30,1,2,0,1,0
0.53,0.45,140,5,0,technical,0.5127542111,0,48,2,1,7,3,2
0.63,0.58,236,2,0,technical,0.4901019463,0,33,0,2,2,0,6
0.57,0.89,255,3,0,technical,0.8033020075,0,39,1,0,2,1,2
0.79,0.45,131,6,0,support,0.5064878995,0,56,1,2,2,0,4
0.68,0.92,209,6,0,support,0.835916825,0,36,2,1,2,3,2
0.56,0.61,250,2,0,support,0.591601509,0,51,1,1,0,3,3
0.48,0.51,201,2,0,support,0.5946005477,0,54,1,1,4,1,3
0.59,0.67,271,2,0,support,0.7551857554,0,57,1,1,3,0,2
0.34,0.76,237,5,0,support,0.7459785318,0,51,1,5,2,1,2
0.98,0.87,239,4,0,support,0.9576569815,0,47,0,5,0,2,3
0.36,0.45,135,3,0,support,0.5515865389,0,42,0,3,4,1,5
0.6,0.58,182,2,0,support,0.6264327254,0,58,0,0,5,0,1
0.24,0.54,193,4,0,support,0.4585277557,0,52,1,4,0,2,2
0.67,0.72,192,3,0,support,0.6522035341,0,38,1,3,1,0,3
0.17,0.6,144,6,0,technical,0.5444523466,0,38,1,2,1,0,2
0.57,0.58,251,3,0,technical,0.4650412323,0,55,1,5,2,0,2
0.7,0.85,161,2,0,technical,0.7819478861,0,45,1,1,1,1,5
0.73,0.62,171,3,0,management,0.5328557673,0,54,0,0,2,2,2
0.61,0.86,153,5,0,IT,0.8465986249,0,25,1,3,2,1,3
0.95,0.96,161,2,0,IT,1,0,30,0,0,1,0,3
0.85,0.55,226,4,0,IT,0.431344095,0,23,0,0,4,1,0
0.72,0.9,193,3,0,IT,0.9660803772,0,56,1,2,0,1,1
0.84,0.66,204,3,0,IT,0.7161849013,0,59,1,2,2,0,3
0.57,0.47,158,2,0,product_mng,0.3487262596,0,36,0,0,3,2,7
0.69,0.69,236,4,0,product_mng,0.8167717215,0,24,2,0,1,0,2
0.57,0.68,191,3,0,product_mng,0.7005416606,0,52,2,2,4,0,5
0.52,0.59,104,4,0,product_mng,0.5491176563,0,44,1,2,0,1,4
0.56,0.55,245,2,0,IT,0.626961575,0,33,0,0,4,2,3
0.75,0.74,186,3,0,RandD,0.6672096375,0,29,1,2,3,1,4
0.98,0.75,168,4,0,RandD,0.8080529511,0,42,0,1,0,0,1
0.48,0.55,262,3,0,RandD,0.4119133623,0,42,2,0,7,5,1
0.35,0.67,116,3,0,RandD,0.7718224113,0,53,0,0,1,2,3
0.66,0.93,187,2,0,RandD,0.9144512541,0,38,1,4,2,2,0
0.79,0.9,184,3,0,marketing,0.9410078743,0,58,0,2,2,0,5
0.86,0.53,155,3,0,marketing,0.4463713459,0,45,2,2,5,3,1
0.88,1,190,2,0,sales,1,0,29,1,0,1,1,4
0.83,0.64,242,3,0,accounting,0.7216720828,0,39,1,2,1,2,5
0.8,0.64,204,2,0,support,0.6319639561,0,32,1,2,1,0,5
0.64,0.69,232,3,0,technical,0.7253180772,0,31,1,2,1,0,1
0.72,0.59,245,2,0,management,0.5768977771,0,47,1,1,4,0,3
0.67,0.61,251,2,0,marketing,0.7282274108,0,27,1,1,3,2,3
0.75,0.7,179,2,0,marketing,0.6993607542,0,38,1,2,3,1,1
0.65,0.95,153,2,0,marketing,1,0,44,1,1,0,1,1
0.98,0.98,210,6,0,sales,1,0,58,0,2,1,0,0
0.68,0.8,257,2,0,sales,0.7731514464,0,49,1,1,4,0,4
0.52,0.37,137,4,0,sales,0.2890253476,0,37,2,3,5,1,5
0.68,0.93,179,2,0,sales,0.9018246398,0,33,1,2,4,1,2
0.92,0.74,213,3,0,sales,0.8378652127,0,42,0,0,1,1,5
0.86,0.79,106,6,0,sales,0.7082897607,0,45,1,3,1,1,2
0.5,0.99,272,2,0,sales,0.9973309038,0,49,1,3,2,1,6
0.35,0.37,153,2,0,sales,0.4618290244,0,58,0,1,2,1,2
0.76,0.97,172,3,0,sales,0.9260432425,0,42,0,1,1,0,1
0.66,0.95,224,2,0,sales,0.9926628911,0,54,0,3,3,1,3
0.58,0.71,230,3,0,sales,0.6336894722,0,23,0,2,3,1,3
0.55,0.97,222,4,0,sales,0.8527838336,0,58,0,2,3,2,9
0.9,0.53,270,3,0,sales,0.6183152675,0,40,1,1,1,1,3
0.75,0.71,205,3,0,sales,0.589690587,0,49,0,5,1,0,3
0.9,0.63,134,3,0,sales,0.5614144185,0,36,1,1,2,1,3
0.14,0.54,275,4,0,sales,0.6465328266,0,22,1,1,2,2,1
0.86,0.57,183,3,0,sales,0.5239407861,0,49,1,4,1,2,2
0.56,0.84,143,4,0,sales,0.9819136049,0,56,1,1,1,3,2
0.54,0.63,259,2,0,sales,0.7739203004,0,53,1,1,2,1,0
0.36,0.8,186,4,0,accounting,0.7304828061,0,49,1,0,1,0,2
0.82,0.59,155,3,0,accounting,0.4522934667,0,30,0,1,4,0,5
0.49,0.42,266,3,0,accounting,0.4815189853,0,45,1,1,2,2,3
0.77,0.97,215,2,0,hr,0.9552959508,0,25,2,2,0,1,2
0.64,0.83,179,3,0,hr,0.7102258532,0,24,1,5,2,0,1
0.93,0.53,217,3,0,hr,0.5922568457,0,43,1,2,1,0,5
0.96,0.94,235,3,0,hr,0.7993524727,0,60,0,1,0,1,2
0.6,0.97,164,2,0,technical,1,0,46,2,2,4,2,3
0.58,0.55,178,5,0,technical,0.4415957587,0,43,0,1,4,0,3
0.52,0.49,170,3,0,technical,0.3781935636,0,55,0,0,5,1,1
0.74,0.79,241,3,0,technical,0.6927016894,0,41,2,3,2,2,3
0.64,0.99,222,2,0,technical,1,0,57,0,4,6,1,1
0.93,0.59,233,3,0,technical,0.6479508081,0,58,0,2,5,1,4
0.76,0.49,243,3,0,technical,0.5804114606,0,60,2,0,3,3,3
0.5,0.54,175,2,0,technical,0.5092904957,0,48,1,2,2,2,6
0.79,0.55,266,3,0,technical,0.5008938183,0,53,2,1,3,2,0
0.97,0.95,201,2,0,technical,0.870345202,0,50,1,2,2,1,4
0.6,0.49,259,4,0,technical,0.4841944085,0,53,2,1,3,1,6
0.84,0.73,105,5,0,support,0.7455486201,0,45,1,5,1,1,1
0.75,0.99,189,3,0,support,1,0,24,1,2,4,0,3
0.24,0.91,232,2,0,support,0.8371355512,0,48,2,1,1,1,3
0.24,0.91,258,6,0,support,1,0,30,1,1,2,3,3
0.51,0.58,173,3,0,support,0.4809275495,0,44,0,1,1,0,4
0.5,0.88,147,3,0,support,1,0,28,1,1,5,2,0
0.66,0.36,256,6,0,support,0.2144568368,0,38,1,0,3,1,5
0.97,0.77,206,4,0,support,0.7643377075,0,58,2,1,1,1,3
0.61,0.5,175,3,0,support,0.4500103514,0,28,1,0,3,0,1
0.77,0.49,274,2,0,support,0.4747370242,0,51,0,3,1,1,6
0.74,0.64,229,3,0,support,0.6611993737,0,34,1,0,2,3,5
0.92,0.98,161,3,0,technical,0.9606767474,0,39,2,0,4,1,7
0.78,0.99,188,2,0,technical,0.9644540551,0,52,0,3,6,1,5
0.56,0.57,205,3,0,technical,0.6398170246,0,43,0,5,2,2,5
0.82,0.63,246,3,0,management,0.6857628825,0,35,2,1,3,1,1
0.26,0.98,161,5,0,IT,1,0,39,1,1,3,2,2
0.69,0.85,246,3,0,IT,0.7749876944,0,56,0,2,1,2,3
0.78,0.83,158,3,0,IT,0.8628585529,0,38,0,0,1,1,4
0.67,0.86,175,3,0,IT,0.8855584356,0,40,1,1,2,4,4
0.77,0.91,268,3,0,IT,0.8709213433,0,52,0,5,2,1,1
0.8,0.63,211,2,0,product_mng,0.6258172626,0,60,0,0,1,1,7
0.51,0.51,274,2,0,product_mng,0.454134643,0,57,0,1,3,1,2
0.77,0.52,241,3,0,product_mng,0.4125533193,0,36,1,0,1,1,1
0.65,0.71,170,2,0,product_mng,0.6241403632,0,50,1,2,1,1,3
0.58,0.53,287,5,0,IT,0.4116540939,0,37,1,0,2,2,0
0.67,0.39,235,6,0,RandD,0.4449208726,0,54,1,0,0,3,7
0.33,0.39,98,3,0,RandD,0.4382182179,0,46,1,4,3,1,4
0.78,0.66,105,5,0,RandD,0.7951819115,0,37,0,1,2,1,4
0.58,0.83,226,3,0,RandD,0.8989035241,0,51,1,3,2,0,1
0.63,0.59,171,4,0,RandD,0.4556137516,0,55,2,0,2,0,5
0.63,0.51,153,4,0,RandD,0.6252735522,0,23,0,0,0,1,2
0.59,0.55,183,4,0,marketing,0.6588025489,0,59,1,3,1,3,4
0.6,0.9,139,3,0,sales,0.8829960962,0,39,1,1,1,1,5
0.93,0.9,210,3,0,accounting,0.9257589152,0,26,0,1,4,1,3
0.78,0.77,177,4,0,support,0.9128234997,0,27,2,1,3,1,2
0.65,0.6,148,2,0,technical,0.6096913092,0,33,0,3,2,1,3
1,0.61,198,2,0,management,0.7315965485,0,33,0,1,0,1,4
0.96,1,137,4,0,marketing,0.8749116273,0,33,1,2,2,1,2
0.54,0.97,233,3,0,marketing,0.8773155606,0,30,1,3,4,0,7
0.98,0.69,204,4,0,marketing,0.672226483,0,43,0,4,4,1,5
0.34,0.59,164,2,0,sales,0.6154270425,0,37,1,1,6,0,2
0.71,0.53,162,2,0,sales,0.6248683556,0,25,1,2,4,2,5
0.64,0.64,180,2,0,sales,0.7864786345,0,24,1,1,1,2,3
0.71,0.93,199,2,0,sales,0.8966554489,0,37,0,3,3,3,1
0.58,0.63,190,2,0,sales,0.4942246908,0,35,0,2,2,1,2
0.87,0.96,151,3,0,sales,1,0,59,0,2,3,0,3
0.58,0.85,162,3,0,sales,0.8813142157,0,25,1,2,2,0,2
0.87,0.67,139,2,0,sales,0.5795628577,0,23,0,3,5,1,3
0.72,0.86,231,3,0,sales,0.858448537,0,31,2,3,4,2,2
0.67,0.83,269,2,0,sales,0.9026930737,0,32,0,3,1,0,5
0.53,0.97,249,3,0,sales,1,0,60,0,0,2,0,3
0.78,0.61,148,2,0,sales,0.6098855236,0,47,1,0,4,3,1
0.19,0.63,233,5,0,sales,0.571564359,0,58,0,1,2,2,2
1,0.88,240,4,0,sales,1,0,47,1,2,3,2,2
0.75,0.75,229,2,0,sales,0.7990087833,0,25,1,2,4,1,2
0.29,0.66,256,2,0,sales,0.6324712558,0,47,1,2,3,1,3
0.37,0.7,188,2,0,sales,0.6341389673,0,59,1,0,1,1,2
0.78,0.5,167,2,0,sales,0.5693308949,0,49,0,0,3,2,1
0.24,0.64,190,4,0,sales,0.5626550337,0,23,2,1,0,2,1
0.49,0.7,168,3,0,accounting,0.6015129967,0,23,0,2,3,0,0
0.18,0.64,154,5,0,accounting,0.6489501667,0,37,1,1,2,5,6
0.76,0.85,135,3,0,accounting,0.7869962178,0,44,0,1,1,0,4
0.5,0.97,217,3,0,hr,1,0,44,0,1,3,1,6
0.82,0.94,253,2,0,hr,0.8253816025,0,34,0,2,4,0,3
0.97,0.94,180,3,0,hr,0.9864823314,0,42,1,3,2,1,1
0.72,0.9,225,2,0,hr,0.8349889584,0,60,1,2,1,1,0
0.98,0.64,134,3,0,technical,0.4900728803,0,46,0,0,0,0,4
0.76,0.73,192,2,0,technical,0.6180808173,0,58,0,2,4,1,4
0.72,0.88,224,3,0,technical,1,0,34,2,2,1,0,0
0.96,0.91,260,5,0,technical,1,0,36,1,5,1,2,4
0.62,0.78,178,3,0,technical,0.7000827096,0,49,0,3,2,0,3
0.25,0.98,166,5,0,technical,1,0,24,1,5,3,1,4
0.82,0.56,180,3,0,technical,0.592571478,0,44,1,2,1,0,3
0.59,0.9,189,2,0,technical,1,0,25,0,2,1,0,1
0.94,0.73,154,3,0,technical,0.6920816979,0,24,2,2,5,0,3
0.72,0.88,236,3,0,technical,0.9344381838,0,60,0,0,0,4,1
0.53,0.78,198,3,0,technical,0.6490607167,0,29,1,2,4,5,5
0.67,0.83,148,3,0,support,0.798874204,0,46,1,0,2,2,3
0.99,0.52,205,2,0,support,0.6591452984,0,33,1,1,4,1,1
0.64,0.53,133,3,0,support,0.5416942623,0,26,1,0,5,2,4
0.61,0.57,160,3,0,support,0.506363851,0,54,0,0,0,2,2
0.89,0.85,201,2,0,support,0.7360812889,0,46,0,1,1,0,5
0.61,0.7,157,4,0,support,0.7610585021,0,46,0,2,2,0,1
0.9,0.74,260,2,0,support,0.783456813,0,56,0,0,3,1,6
0.96,0.51,152,3,0,support,0.4721816141,0,36,0,0,1,1,4
0.62,0.55,218,3,0,support,0.6852824056,0,47,0,1,3,3,1
0.89,0.57,252,2,0,support,0.4266608439,0,31,1,0,3,1,2
0.52,0.67,216,3,0,support,0.6111171555,0,45,1,4,4,0,7
0.66,0.99,183,2,0,technical,1,0,56,1,0,3,1,4
0.96,0.6,269,2,0,technical,0.5462806315,0,50,2,1,1,1,3
0.95,0.89,132,4,0,technical,0.8156758502,0,59,2,1,0,2,1
0.75,0.98,170,4,0,management,0.990266123,0,26,0,4,0,1,2
0.39,0.87,257,5,0,IT,0.967140525,0,45,0,2,2,0,2
0.93,0.69,138,2,0,IT,0.5709440283,0,40,0,0,4,1,2
0.44,0.54,115,3,0,IT,0.6729062129,0,30,1,1,2,2,1
0.9,0.67,165,2,0,IT,0.7585218644,0,47,1,1,0,1,5
0.75,0.81,214,3,0,IT,0.7143750767,0,46,1,2,1,1,1
0.45,0.75,246,2,0,product_mng,0.8136023884,0,56,2,1,3,1,3
0.42,0.6,188,3,0,product_mng,0.5654876168,0,57,1,3,3,1,4
0.99,0.82,255,2,0,product_mng,0.7906884034,0,35,0,2,3,2,3
0.89,0.91,190,2,0,product_mng,0.9949870277,0,27,2,1,5,1,4
0.96,0.9,164,4,0,IT,1,0,53,1,2,2,0,3
0.5,0.46,165,3,0,RandD,0.3479967619,0,47,0,0,1,1,2
0.59,0.59,141,3,0,RandD,0.5661890711,0,36,2,2,1,0,5
0.57,0.69,154,2,0,RandD,0.6842824824,0,52,0,1,0,1,2
1,0.87,165,2,0,RandD,0.8328935451,0,58,0,2,2,3,3
0.6,0.59,266,2,0,RandD,0.5489567371,0,59,1,3,2,2,1
0.21,0.85,235,6,0,RandD,0.7156806003,0,58,0,3,4,1,4
0.63,0.83,159,2,0,marketing,0.8856615862,0,40,1,1,3,2,3
0.8,0.82,218,3,0,sales,0.8008643251,0,35,1,1,2,0,4
0.51,0.96,149,4,0,accounting,0.8684381408,0,57,0,0,2,2,2
0.89,0.96,239,3,0,support,1,0,58,1,2,2,2,3
0.83,0.58,225,3,0,technical,0.6707682244,0,32,2,1,3,0,6
0.77,0.74,247,3,0,management,0.7359174884,0,48,1,0,3,1,0
0.79,0.99,183,2,0,marketing,0.9295351983,0,23,0,2,4,4,3
0.63,0.85,214,2,0,marketing,0.8914278177,0,43,1,2,2,3,3
0.68,0.48,113,2,0,marketing,0.4164456407,0,23,2,3,0,2,4
0.74,0.69,244,2,0,sales,0.6108023791,0,41,1,0,0,2,0
0.49,0.67,286,4,0,sales,0.7391543962,0,38,1,1,3,1,3
0.46,0.55,139,2,0,sales,0.4120975719,0,25,0,2,2,0,3
0.9,0.91,176,3,0,sales,0.7884305413,0,35,2,0,2,1,1
0.7,0.67,136,3,0,sales,0.5220364522,0,28,2,3,4,0,3
0.84,0.71,222,2,0,sales,0.6058829559,0,36,1,2,1,2,5
0.89,0.77,269,4,0,sales,0.6406970026,0,51,0,1,2,0,3
0.59,0.87,183,2,0,sales,1,0,37,0,2,0,0,4
0.57,0.72,206,3,0,sales,0.656642991,0,23,0,0,2,1,5
0.53,0.49,158,3,0,sales,0.3847804038,0,40,1,3,1,3,3
0.83,0.89,136,3,0,sales,0.8122988774,0,22,1,2,1,1,2
0.51,0.66,182,2,0,sales,0.7908376715,0,52,2,4,1,0,4
0.78,0.61,268,3,0,sales,0.6160480669,0,25,2,3,1,1,4
0.52,0.69,144,3,0,sales,0.6494454289,0,48,0,1,6,0,5
0.42,0.5,286,4,0,sales,0.6120174374,0,46,0,1,1,2,4
0.61,0.38,268,3,0,sales,0.3484970812,0,43,0,1,2,0,1
0.85,1,255,3,0,sales,0.950502571,0,31,1,0,1,0,2
0.17,0.85,245,5,0,sales,0.7621847568,0,54,0,0,0,0,3
0.79,0.52,134,2,0,sales,0.4833390472,0,51,0,3,3,0,4
0.56,0.98,251,3,0,accounting,0.9250053068,0,51,1,0,1,2,1
0.5,0.73,165,2,0,accounting,0.7831911878,0,37,2,0,3,1,2
0.51,0.53,223,2,0,accounting,0.4668748114,0,30,2,2,3,2,2
0.77,0.67,225,4,0,hr,0.6931599239,0,38,2,0,1,3,6
0.84,0.9,196,3,0,hr,0.7697676495,0,56,1,1,2,1,0
0.21,0.49,253,3,0,hr,0.397386747,0,36,0,3,3,0,2
0.65,0.57,222,3,0,hr,0.5422215815,0,49,2,1,4,2,5
0.95,0.87,135,3,0,technical,1,0,41,1,2,3,2,4
0.8,0.75,217,2,0,technical,0.7131755957,0,54,0,4,2,1,3
0.77,0.85,192,2,0,technical,0.8992222364,0,54,2,3,3,0,2
0.57,0.7,172,3,0,technical,0.6265261667,0,57,0,0,3,2,2
0.92,0.55,183,3,0,technical,0.4381100728,0,34,2,3,0,1,3
1,0.71,186,2,0,technical,0.57756098,0,25,0,3,2,1,0
0.85,0.67,163,3,0,technical,0.6116240496,0,44,1,1,1,2,1
0.57,0.8,262,3,0,technical,0.697298308,0,29,1,1,2,3,3
0.66,0.68,202,3,0,technical,0.5822031344,0,34,0,2,0,0,3
0.85,0.8,248,3,0,technical,0.8782277925,0,45,1,1,4,3,2
0.99,0.5,214,2,0,technical,0.3547514213,0,51,0,1,2,0,0
0.91,0.82,260,4,0,support,0.8373430377,0,51,1,1,2,0,3
0.96,0.97,260,3,0,support,0.9338384142,0,46,2,1,1,0,3
0.49,0.52,251,2,0,support,0.521965,0,54,1,0,3,1,6
0.39,0.85,179,5,0,support,0.8688490712,0,30,0,1,3,0,3
0.87,0.74,178,2,0,support,0.6840103083,0,47,0,3,1,1,5
0.19,0.85,210,4,0,support,0.7885326581,0,45,2,0,2,1,4
0.9,0.83,273,4,0,support,0.9000205548,0,54,1,1,0,1,2
0.5,0.5,166,2,0,support,0.6113830964,0,60,2,1,3,0,4
0.7,0.9,246,2,0,support,0.8077744897,0,46,1,1,2,0,0
0.52,0.55,192,3,0,support,0.4292856282,0,36,1,4,1,2,6
0.71,0.69,274,3,0,support,0.8093387419,0,27,0,0,2,1,5
0.4,0.41,232,3,0,technical,0.3649686391,0,41,0,1,1,1,3
0.96,0.53,158,4,0,technical,0.5453952172,0,37,0,1,3,3,1
0.86,0.92,137,3,0,technical,0.8778629434,0,42,0,1,3,2,2
0.68,0.85,209,2,0,management,0.7377407009,0,36,1,2,3,1,2
0.56,0.64,206,2,0,IT,0.6667994935,0,60,1,1,4,0,0
0.65,0.56,230,2,0,IT,0.5675422555,0,25,1,5,2,1,3
0.98,0.61,239,3,0,IT,0.5208980678,0,45,2,3,4,2,4
0.18,0.51,159,6,0,IT,0.4955607134,0,24,0,1,1,2,6
0.66,0.65,244,2,0,IT,0.7390842512,0,22,1,2,2,1,3
0.14,0.51,259,5,0,product_mng,0.5371278309,0,51,1,4,3,1,1
0.94,0.8,245,3,0,product_mng,0.6790751981,0,34,1,2,1,3,2
0.56,1,141,2,0,product_mng,1,0,39,2,1,1,1,5
0.56,0.8,202,4,0,product_mng,0.8608214898,0,32,1,1,2,2,4
0.59,0.89,143,3,0,IT,0.9778110217,0,50,0,5,3,2,2
0.63,0.62,286,5,0,RandD,0.6587352736,0,25,1,3,1,1,4
